ticker,name,sector,index,market_cap,price,avg_dollar_volume,exchange,quote_type
TALO,"Talos Energy, Inc.",Energy,S&P 600 (SmallCap),2587964928,15.5,35674180.0,NYQ,EQUITY
TBBK,"The Bancorp, Inc.",Financials,S&P 600 (SmallCap),2834683136,69.5,33254360.0,NMS,EQUITY
TDC,Teradata,Information Technology,S&P 600 (SmallCap),2486820096,26.74,102456181.8,NYQ,EQUITY
TDS,"Telephone and Data Systems, Inc.",Communication Services,S&P 600 (SmallCap),3818397440,33.17,49380842.400000006,NYQ,EQUITY
TDW,"Tidewater, Inc.",Energy,S&P 600 (SmallCap),4558168576,91.61,71042638.9,NYQ,EQUITY
TFX,Teleflex,Health Care,S&P 600 (SmallCap),5776205312,136.32,95278137.6,NYQ,EQUITY
TGTX,"TG Therapeutics, Inc.",Health Care,S&P 600 (SmallCap),7576918016,49.5,129065310.0,NCM,EQUITY
TILE,"Interface, Inc.",Industrials,S&P 600 (SmallCap),2227051776,38.53,19972796.1,NMS,EQUITY
TMDX,"TransMedics Group, Inc.",Health Care,S&P 600 (SmallCap),3007490560,87.02,107254760.6,NGM,EQUITY
TPC,Tutor Perini Corporation,Industrials,S&P 600 (SmallCap),5053995008,96.14,63493740.2,NYQ,EQUITY
TR,"Tootsie Roll Industries, Inc.",Consumer Staples,S&P 600 (SmallCap),3046358528,40.53,5112859.5,NYQ,EQUITY
TRMK,Trustmark Corp.,Financials,S&P 600 (SmallCap),2794355968,48.12,16304980.799999999,NMS,EQUITY
TRN,"Trinity Industries, Inc.",Industrials,S&P 600 (SmallCap),2300854784,28.88,27104168.8,NYQ,EQUITY
TRNO,Terreno Realty Corporation,Real Estate,S&P 600 (SmallCap),7484081152,68.68,46992229.6,NYQ,EQUITY
UA,Under Armour (Class C),Consumer Discretionary,S&P 600 (SmallCap),2199273216,5.12,17148779.52,NYQ,EQUITY
UAA,Under Armour (Class A),Consumer Discretionary,S&P 600 (SmallCap),2259409664,5.26,53874498.0,NYQ,EQUITY
UCB,"United Community Banks, Inc.",Financials,S&P 600 (SmallCap),4388948480,36.4,29768648.0,NYQ,EQUITY
UCTT,"Ultra Clean Holdings, Inc.",Information Technology,S&P 600 (SmallCap),4063690240,90.65,128584305.50000001,NMS,EQUITY
UE,Urban Edge Properties,Real Estate,S&P 600 (SmallCap),3002956288,21.81,18757908.599999998,NYQ,EQUITY
UFPT,"UFP Technologies, Inc.",Health Care,S&P 600 (SmallCap),2497707264,322.46,72027890.19999999,NCM,EQUITY
UNF,UniFirst Corporation,Industrials,S&P 600 (SmallCap),5244952576,290.03,37570486.199999996,NYQ,EQUITY
UNFI,United Natural Foods Inc,Consumer Staples,S&P 600 (SmallCap),2898866944,47.9,22902906.0,NYQ,EQUITY
UNIT,Uniti Group,Communication Services,S&P 600 (SmallCap),2308316160,9.51,26449972.8,NMS,EQUITY
URBN,"Urban Outfitters, Inc.",Consumer Discretionary,S&P 600 (SmallCap),6634149888,77.47,64933029.9,NMS,EQUITY
USLM,"United States Lime & Minerals, Inc.",Materials,S&P 600 (SmallCap),3422521856,119.3,20158121.0,NMS,EQUITY
VAC,Marriott Vacations Worldwide,Consumer Discretionary,S&P 600 (SmallCap),4104393472,119.33,76266189.6,NYQ,EQUITY
VCEL,Vericel,Health Care,S&P 600 (SmallCap),2290471936,44.73,21680631.0,NGM,EQUITY
VCTR,"Victory Capital Holdings, Inc.",Financials,S&P 600 (SmallCap),7149257728,116.23,80830991.2,NMS,EQUITY
VCYT,"Veracyte, Inc.",Health Care,S&P 600 (SmallCap),3591857664,44.68,74658046.0,NGM,EQUITY
VECO,Veeco Instruments Inc.,Information Technology,S&P 600 (SmallCap),3255764480,53.26,50759975.6,NMS,EQUITY
VGNT,Versigent PLC,Consumer Discretionary,S&P 600 (SmallCap),3218045952,45.43,47830521.2,NYQ,EQUITY
VIRT,"Virtu Financial, Inc.",Financials,S&P 600 (SmallCap),5041085952,57.09,60477149.7,NYQ,EQUITY
VSAT,"Viasat, Inc.",Information Technology,S&P 600 (SmallCap),12016439296,87.23,210665683.8,NMS,EQUITY
VSEC,VSE Corporation,Industrials,S&P 600 (SmallCap),6808562176,242.6,111251508.0,NMS,EQUITY
VSH,Vishay Intertechnology,Information Technology,S&P 600 (SmallCap),5145870848,33.55,181990632.99999997,NYQ,EQUITY
VSNT,"Versant Media Group, Inc.",Communication Services,S&P 600 (SmallCap),5270370816,37.87,81175859.8,NMS,EQUITY
VSXY,Victoria's Secret,Consumer Discretionary,S&P 600 (SmallCap),7394319360,93.02,142824768.4,NYQ,EQUITY
VVX,"V2X, Inc.",Industrials,S&P 600 (SmallCap),2554019840,81.48,66737823.6,NYQ,EQUITY
WAFD,"WaFd, Inc.",Financials,S&P 600 (SmallCap),2792508160,37.76,22174182.4,NMS,EQUITY
WAY,Waystar Holding Corp,Health Care,S&P 600 (SmallCap),4705506304,24.54,92611751.39999999,NMS,EQUITY
WDFC,WD-40 Company,Consumer Staples,S&P 600 (SmallCap),3120404736,232.5,25623825.0,NMS,EQUITY
WERN,Werner Enterprises,Industrials,S&P 600 (SmallCap),2269111808,37.85,43780716.5,NMS,EQUITY
WHD,"Cactus, Inc.",Energy,S&P 600 (SmallCap),5804989952,72.4,76890972.0,NYQ,EQUITY
WLY,John Wiley & Sons,Communication Services,S&P 600 (SmallCap),2534972160,49.94,20189044.04,NYQ,EQUITY
WOR,Worthington Enterprises,Industrials,S&P 600 (SmallCap),2784368384,56.9,10116820.0,NYQ,EQUITY
WRBY,Warby Parker,Consumer Discretionary,S&P 600 (SmallCap),3129755904,25.32,78780141.6,NYQ,EQUITY
WSBC,WesBanco,Financials,S&P 600 (SmallCap),4065450496,42.39,32744155.5,NMS,EQUITY
WSC,WillScot Holdings Corp.,Industrials,S&P 600 (SmallCap),3995260416,22.05,71183353.5,NCM,EQUITY
WSFS,WSFS Financial Corporation,Financials,S&P 600 (SmallCap),4145491456,81.14,29225005.2,NMS,EQUITY
WT,"WisdomTree Investments, Inc.",Financials,S&P 600 (SmallCap),3443870208,22.73,71267642.0,NYQ,EQUITY
WU,Western Union,Financials,S&P 600 (SmallCap),2226815744,7.14,129294690.0,NYQ,EQUITY
YOU,"Clear Secure, Inc.",Information Technology,S&P 600 (SmallCap),6267977728,46.16,91824703.19999999,NYQ,EQUITY
ZWS,Zurn Elkay Water Solutions Corp.,Industrials,S&P 600 (SmallCap),8462386176,51.02,47218499.800000004,NYQ,EQUITY
