ticker,name,sector,index,market_cap,price,avg_dollar_volume,exchange,quote_type,profit_margin,free_cash_flow,roe,revenue_growth,current_ratio,exclusion_reasons
NOVT,Novanta,Information Technology,S&P 400 (MidCap),6317079552,167.04,83979360.0,NMS,EQUITY,0.05998,118383248.0,0.051090002,0.103,4.569,roe=0.051090002
NTNX,Nutanix,Information Technology,S&P 400 (MidCap),17476220928,64.65,151870608.0,NMS,EQUITY,0.10032,631740864.0,,0.1,1.777,roe=None
NVST,Envista Holdings,Health Care,S&P 400 (MidCap),4611334144,28.71,106980350.4,NYQ,EQUITY,0.03326,275762496.0,0.030569999,0.071,2.425,roe=0.030569999
NWE,NorthWestern Energy,Utilities,S&P 400 (MidCap),4340699136,70.56,27368812.8,NMS,EQUITY,0.10132,-242985632.0,0.05935,0.146,0.826,free_cash_flow=-242985632; roe=0.05935; current_ratio=0.826
NXST,Nexstar Media Group,Communication Services,S&P 400 (MidCap),5703848448,185.14,68251861.0,NMS,EQUITY,0.03199,800625024.0,0.07434,0.622,1.562,roe=0.07434
OC,Owens Corning,Industrials,S&P 400 (MidCap),12324480000,155.91,148056813.29999998,NYQ,EQUITY,-0.06814,885124992.0,-0.094510004,0.003,1.16,profit_margin=-0.06814; roe=-0.094510004
OGE,OGE Energy,Utilities,S&P 400 (MidCap),9678955520,46.9,68102083.0,NYQ,EQUITY,0.14435,126750000.0,0.09703,-0.04,0.767,roe=0.09703; revenue_growth=-0.04; current_ratio=0.767
OGS,One Gas,Utilities,S&P 400 (MidCap),5052386816,80.38,43811119.0,NYQ,EQUITY,0.124689996,-219928128.0,0.085760005,-0.029,0.481,free_cash_flow=-219928128; roe=0.085760005; revenue_growth=-0.029; current_ratio=0.481
OHI,Omega Healthcare Investors,Real Estate,S&P 400 (MidCap),14467180544,45.87,88477266.89999999,NYQ,EQUITY,0.68055,665501376.0,0.16529,0.112,0.444,current_ratio=0.444
OKTA,"Okta, Inc.",Information Technology,S&P 400 (MidCap),25828532224,147.3,362796954.0,NMS,EQUITY,0.082440004,977750016.0,0.036679998,0.112,1.43,roe=0.036679998
OLED,Universal Display,Information Technology,S&P 400 (MidCap),4229408768,92.01,78729276.60000001,NMS,EQUITY,0.32243,111837128.0,0.115159996,-0.114,8.498,revenue_growth=-0.114
OLN,Olin Corporation,Materials,S&P 400 (MidCap),2133752064,18.72,73765598.39999999,NYQ,EQUITY,-0.02937,311800000.0,-0.10585,-0.009,1.418,profit_margin=-0.02937; roe=-0.10585; revenue_growth=-0.009
ONB,Old National Bank,Financials,S&P 400 (MidCap),10359995392,27.08,100235807.6,NMS,EQUITY,0.33310002,,0.106079996,0.288,,free_cash_flow=None; current_ratio=None
ONTO,Onto Innovation,Information Technology,S&P 400 (MidCap),20619991040,337.35,455449488.00000006,NYQ,EQUITY,0.11838,198759744.0,0.06825,0.353,9.726,roe=0.06825
ORA,Ormat Technologies,Utilities,S&P 400 (MidCap),6973753344,113.4,113509998.0,NYQ,EQUITY,0.10656,-318099008.0,0.04778,0.106,1.046,free_cash_flow=-318099008; roe=0.04778
ORI,Old Republic International,Financials,S&P 400 (MidCap),10253657088,42.47,50342239.2,NYQ,EQUITY,0.11715,1418687488.0,0.18571,0.134,0.294,current_ratio=0.294
OVV,Ovintiv,Energy,S&P 400 (MidCap),17481119744,63.2,195969296.0,NYQ,EQUITY,0.09661,1230499968.0,0.08411,0.297,1.008,roe=0.08411
OZK,Bank OZK,Financials,S&P 400 (MidCap),5685221376,52.14,43537421.4,NMS,EQUITY,0.44533002,,0.113290004,-0.021,,free_cash_flow=None; revenue_growth=-0.021; current_ratio=None
P,Everpure,Information Technology,S&P 400 (MidCap),37029908480,111.4,352392734.0,NYQ,EQUITY,0.05746,267954368.0,0.16846001,,1.617,revenue_growth=None
PAG,Penske Automotive Group,Consumer Discretionary,S&P 400 (MidCap),14314506240,218.0,91023720.0,NYQ,EQUITY,0.02814,218100000.0,0.15842,0.06,0.975,current_ratio=0.975
PB,Prosperity Bancshares,Financials,S&P 400 (MidCap),8948362240,74.46,70386293.39999999,NYQ,EQUITY,0.40417,,0.07071,0.259,,free_cash_flow=None; roe=0.07071; current_ratio=None
PFGC,Performance Food Group,Consumer Staples,S&P 400 (MidCap),16873022464,107.41,203473207.6,NYQ,EQUITY,0.00558,713825024.0,0.076680005,0.073,1.514,roe=0.076680005
PII,Polaris,Consumer Discretionary,S&P 400 (MidCap),3899029248,68.52,51877177.2,NYQ,EQUITY,-0.03464,277100000.0,-0.25571,0.088,1.2,profit_margin=-0.03464; roe=-0.25571
PINS,Pinterest,Communication Services,S&P 400 (MidCap),12827601920,22.9,314793476.0,NYQ,EQUITY,0.054640003,1196440960.0,0.06461,0.182,3.81,roe=0.06461
PK,Park Hotels & Resorts,Real Estate,S&P 400 (MidCap),2989874432,14.85,66007507.5,NYQ,EQUITY,-0.064050004,1012875008.0,-0.04859,0.01,0.335,profit_margin=-0.064050004; roe=-0.04859; current_ratio=0.335
PLNT,Planet Fitness,Consumer Discretionary,S&P 400 (MidCap),3660483328,48.26,117700348.8,NYQ,EQUITY,0.18273,156152992.0,,0.045,1.584,roe=None
PNFP,Pinnacle Financial Partners,Financials,S&P 400 (MidCap),16143364096,106.83,105055553.7,NYQ,EQUITY,0.24855,,0.07648,1.37,,free_cash_flow=None; roe=0.07648; current_ratio=None
POR,Portland General Electric,Utilities,S&P 400 (MidCap),5739257856,48.8,54870232.0,NYQ,EQUITY,0.07272,-415750016.0,0.06445,0.009,0.977,free_cash_flow=-415750016; roe=0.06445; current_ratio=0.977
POST,Post Holdings,Consumer Staples,S&P 400 (MidCap),3652093952,80.58,102682288.2,NYQ,EQUITY,0.03484,394649984.0,0.082779996,-0.018,1.851,roe=0.082779996; revenue_growth=-0.018
PPC,Pilgrim's Pride,Consumer Staples,S&P 400 (MidCap),6395595264,26.86,42338612.2,NMS,EQUITY,0.029590001,508525376.0,0.1452,-0.028,1.355,revenue_growth=-0.028
PR,Permian Resources,Energy,S&P 400 (MidCap),17965598720,21.45,192432454.5,NYQ,EQUITY,0.21523,458368128.0,0.114029996,0.551,0.624,current_ratio=0.624
PSN,Parsons Corporation,Industrials,S&P 400 (MidCap),5156563968,48.28,96034713.6,NYQ,EQUITY,0.025020001,213456128.0,0.082440004,-0.005,1.662,roe=0.082440004; revenue_growth=-0.005
PVH,PVH Corp.,Consumer Discretionary,S&P 400 (MidCap),3761959168,81.59,73668426.9,NYQ,EQUITY,0.01758,465637504.0,0.033239998,0.021,1.677,roe=0.033239998
R,Ryder,Industrials,S&P 400 (MidCap),10083692544,262.96,74507086.39999999,NYQ,EQUITY,0.03877,949249984.0,0.16697,0.05,0.646,current_ratio=0.646
RBA,RB Global,Industrials,S&P 400 (MidCap),16107497472,86.46,195057218.4,NYQ,EQUITY,0.09988,603587520.0,0.08066,0.111,1.312,roe=0.08066
RBC,RBC Bearings,Industrials,S&P 400 (MidCap),17591459840,555.65,142879841.0,NYQ,EQUITY,0.16404,283237504.0,0.09747,0.192,2.53,roe=0.09747
REXR,Rexford Industrial Realty,Real Estate,S&P 400 (MidCap),8320041984,36.39,86843279.4,NYQ,EQUITY,-0.39163,341792384.0,-0.047280002,-0.016,0.344,profit_margin=-0.39163; roe=-0.047280002; revenue_growth=-0.016; current_ratio=0.344
RGEN,Repligen,Health Care,S&P 400 (MidCap),9351382016,165.7,168662716.0,NMS,EQUITY,0.05291,113421752.0,0.0199,0.119,9.05,roe=0.0199
RGLD,Royal Gold,Materials,S&P 400 (MidCap),19730575360,232.87,182900755.4,NMS,EQUITY,0.48054,-189505504.0,0.136,1.155,2.924,free_cash_flow=-189505504
RH,RH,Consumer Discretionary,S&P 400 (MidCap),3411451136,180.25,138347282.5,NYQ,EQUITY,0.030079998,285438016.0,,-0.017,1.127,roe=None; revenue_growth=-0.017
RNR,RenaissanceRe,Financials,S&P 400 (MidCap),13190648832,317.45,83759182.5,NYQ,EQUITY,0.23584999,2787289856.0,0.21475,-0.132,1.352,revenue_growth=-0.132
ROIV,Roivant Sciences,Health Care,S&P 400 (MidCap),26119200768,36.16,222180057.6,NMS,EQUITY,0.0,-1127230080.0,-0.08515,-0.335,16.721,profit_margin=0.0; free_cash_flow=-1127230080; roe=-0.08515; revenue_growth=-0.335
RRC,Range Resources,Energy,S&P 400 (MidCap),9389243392,40.18,92827854.0,NYQ,EQUITY,0.26308,454483360.0,0.19475001,0.086,0.649,current_ratio=0.649
RRX,Regal Rexnord,Industrials,S&P 400 (MidCap),11513733120,172.9,283296650.0,NYQ,EQUITY,0.05348,475187488.0,0.047670003,0.042,2.276,roe=0.047670003
RYAN,Ryan Specialty,Financials,S&P 400 (MidCap),16719560704,42.87,102247093.5,NYQ,EQUITY,0.03131,584760128.0,0.22092,0.074,0.998,current_ratio=0.998
RYN,Rayonier,Real Estate,S&P 400 (MidCap),6505271808,21.51,70135721.10000001,NYQ,EQUITY,0.07828,111029624.0,0.02015,2.721,3.562,roe=0.02015
SANM,Sanmina Corporation,Information Technology,S&P 400 (MidCap),11196487680,208.9,168855959.0,NMS,EQUITY,0.02414,-222215744.0,0.12488,0.697,1.78,free_cash_flow=-222215744
SBRA,Sabra Health Care REIT,Real Estate,S&P 400 (MidCap),5157793280,20.19,61709119.8,NMS,EQUITY,0.07576,155119744.0,0.02388,0.253,3.574,roe=0.02388
SCI,Service Corp Intl,Consumer Discretionary,S&P 400 (MidCap),11503009792,84.4,96508868.0,NYQ,EQUITY,0.12302,315907872.0,0.34714,0.036,0.531,current_ratio=0.531
SF,Stifel,Financials,S&P 400 (MidCap),12826087424,84.94,78470969.6,NYQ,EQUITY,0.16344999,,0.16427,0.127,0.895,free_cash_flow=None; current_ratio=0.895
SFM,Sprouts Farmers Market,Consumer Staples,S&P 400 (MidCap),8025822720,86.07,171410987.1,NMS,EQUITY,0.05585,398699872.0,0.35197,0.047,0.992,current_ratio=0.992
SGI,Somnigroup International,Consumer Discretionary,S&P 400 (MidCap),13515982848,64.25,199768027.5,NYQ,EQUITY,0.07002,687912512.0,0.17516,-0.03,0.748,revenue_growth=-0.03; current_ratio=0.748
SIGI,Selective Insurance Group,Financials,S&P 400 (MidCap),5592863744,93.84,39862293.6,NMS,EQUITY,0.090959996,1355778304.0,0.14152999,0.045,0.318,current_ratio=0.318
SIRI,SiriusXM,Communication Services,S&P 400 (MidCap),9586182144,28.44,140709744.0,NMS,EQUITY,0.102290004,1186000000.0,0.07574,0.01,0.458,roe=0.07574; current_ratio=0.458
SITM,SiTime,Information Technology,S&P 400 (MidCap),20463941632,680.52,416872941.6,NGM,EQUITY,0.03012,24747500.0,0.013259999,1.265,19.445,roe=0.013259999
SLAB,Silicon Labs,Information Technology,S&P 400 (MidCap),7301648384,218.83,45866768.0,NMS,EQUITY,-0.045689996,-13706625.0,-0.03628,0.183,5.407,profit_margin=-0.045689996; free_cash_flow=-13706625; roe=-0.03628
SLM,SLM Corp,Financials,S&P 400 (MidCap),5258359808,27.97,61581828.7,NMS,EQUITY,0.43625,,0.30333,0.081,1.334,free_cash_flow=None
SMG,Scotts Miracle-Gro Company,Materials,S&P 400 (MidCap),3619554304,62.17,67245558.8,NYQ,EQUITY,0.02121,248500000.0,,0.011,1.215,roe=None
SMTC,Semtech,Information Technology,S&P 400 (MidCap),13041163264,140.0,284793600.0,NMS,EQUITY,-0.03042,132511376.0,-0.05806,0.159,2.37,profit_margin=-0.03042; roe=-0.05806
SOLS,Solstice Advanced Materials,Materials,S&P 400 (MidCap),9881894912,62.21,156173228.2,NMS,EQUITY,0.05128,-27375000.0,0.112629995,0.111,1.459,free_cash_flow=-27375000
SON,Sonoco,Materials,S&P 400 (MidCap),5744270848,58.1,59390982.0,NYQ,EQUITY,0.08412,527077760.0,0.18855,-0.013,0.995,revenue_growth=-0.013; current_ratio=0.995
SR,Spire,Utilities,S&P 400 (MidCap),4889220096,82.71,41166421.2,NYQ,EQUITY,0.20559,-326512512.0,0.081099994,0.192,0.37,free_cash_flow=-326512512; roe=0.081099994; current_ratio=0.37
SSB,South State Bank,Financials,S&P 400 (MidCap),10702109696,110.36,107573410.0,NYQ,EQUITY,0.35508,,0.105979994,-0.001,,free_cash_flow=None; revenue_growth=-0.001; current_ratio=None
ST,Sensata Technologies,Industrials,S&P 400 (MidCap),6716480000,46.15,71228833.0,NYQ,EQUITY,0.023810001,504049504.0,0.03079,0.05,2.291,roe=0.03079
STAG,STAG Industrial,Real Estate,S&P 400 (MidCap),7269888512,36.94,55538181.8,NYQ,EQUITY,0.28053,469642880.0,0.069759995,0.081,1.816,roe=0.069759995
STWD,Starwood Property Trust,Financials,S&P 400 (MidCap),6250996736,16.46,99610652.8,NYQ,EQUITY,0.38158,,0.03689,0.134,12.868,free_cash_flow=None; roe=0.03689
SWX,Southwest Gas Corp,Utilities,S&P 400 (MidCap),6677334528,92.17,46602073.7,NYQ,EQUITY,0.31398,-390807360.0,0.06832,-0.096,1.116,free_cash_flow=-390807360; roe=0.06832; revenue_growth=-0.096
SYNA,Synaptics,Information Technology,S&P 400 (MidCap),4303332352,110.04,79683265.2,NMS,EQUITY,-0.40995997,149650000.0,-0.42229998,0.089,1.122,profit_margin=-0.40995997; roe=-0.42229998
TCBI,Texas Capital Bancshares,Financials,S&P 400 (MidCap),4384824832,100.86,36484087.8,NMS,EQUITY,0.28702,,0.10188,0.086,,free_cash_flow=None; current_ratio=None
TEX,Terex,Industrials,S&P 400 (MidCap),7795259904,68.2,95464996.0,NYQ,EQUITY,0.02232,232250000.0,0.042090002,0.505,1.818,roe=0.042090002
THG,Hanover Insurance,Financials,S&P 400 (MidCap),7736356352,222.18,68431440.0,NYQ,EQUITY,0.1117,1081224960.0,0.21885,0.043,0.36,current_ratio=0.36
THO,Thor Industries,Consumer Discretionary,S&P 400 (MidCap),4110970624,78.97,43172109.3,NYQ,EQUITY,0.026730001,148253872.0,0.06091,-0.039,1.707,roe=0.06091; revenue_growth=-0.039
TKR,Timken,Industrials,S&P 400 (MidCap),9051660288,130.25,152749385.0,NYQ,EQUITY,0.05435,354212512.0,0.08538,0.075,3.095,roe=0.08538
TLN,Talen Energy,Utilities,S&P 400 (MidCap),17492060160,365.07,303599513.4,NMS,EQUITY,-0.049450003,1261750016.0,-0.12825,1.112,0.781,profit_margin=-0.049450003; roe=-0.12825; current_ratio=0.781
TNL,Travel + Leisure Co.,Consumer Discretionary,S&P 400 (MidCap),4576546304,74.68,55207936.8,NYQ,EQUITY,0.05789,556374976.0,,0.044,3.202,roe=None
TOL,Toll Brothers,Consumer Discretionary,S&P 400 (MidCap),13883247616,148.53,112774373.1,NYQ,EQUITY,0.1166,631238144.0,0.15657,-0.076,4.603,revenue_growth=-0.076
TTEK,Tetra Tech,Industrials,S&P 400 (MidCap),9089576960,35.5,103992635.0,NMS,EQUITY,0.100030005,396642240.0,0.24297,-0.039,1.184,revenue_growth=-0.039
TTMI,TTM Technologies,Information Technology,S&P 400 (MidCap),14548678656,138.1,478091152.0,NMS,EQUITY,0.07011,-19442376.0,0.13260001,0.374,1.78,free_cash_flow=-19442376
TXNM,TXNM Energy,Utilities,S&P 400 (MidCap),5907633664,57.33,47173417.2,NYQ,EQUITY,0.08768,-529223744.0,0.06252,0.092,0.557,free_cash_flow=-529223744; roe=0.06252; current_ratio=0.557
TXRH,Texas Roadhouse,Consumer Discretionary,S&P 400 (MidCap),14065538048,214.28,211140798.0,NMS,EQUITY,0.066300005,235890752.0,0.27714002,0.111,0.458,current_ratio=0.458
UBSI,United Bankshares,Financials,S&P 400 (MidCap),6660795392,48.9,37619748.0,NMS,EQUITY,0.41196,,0.09474,0.062,,free_cash_flow=None; roe=0.09474; current_ratio=None
UFPI,UFP Industries,Industrials,S&P 400 (MidCap),5062170112,91.77,47144084.4,NMS,EQUITY,0.03994,117891504.0,0.0802,0.026,3.981,roe=0.0802
UGI,UGI Corp,Utilities,S&P 400 (MidCap),7528772608,35.1,59924826.0,NYQ,EQUITY,0.09197,-236250000.0,0.13279,-0.045,1.439,free_cash_flow=-236250000; revenue_growth=-0.045
UMBF,UMB Financial Corp.,Financials,S&P 400 (MidCap),11350731776,149.45,86394056.0,NMS,EQUITY,0.33501,,0.12309,0.122,,free_cash_flow=None; current_ratio=None
UNM,Unum,Financials,S&P 400 (MidCap),14665861120,91.79,141213407.60000002,NYQ,EQUITY,0.052649997,-2231912448.0,0.06351,0.003,17.258,free_cash_flow=-2231912448; roe=0.06351
UTHR,United Therapeutics,Health Care,S&P 400 (MidCap),21948024832,511.72,321948638.0,NMS,EQUITY,0.41557,557137472.0,0.19315,-0.019,5.732,revenue_growth=-0.019
VAL,Valaris,Energy,S&P 400 (MidCap),5916624896,85.21,100506899.2,NYQ,EQUITY,0.43954,79725000.0,0.33619,-0.124,1.547,revenue_growth=-0.124
VC,Visteon,Consumer Discretionary,S&P 400 (MidCap),2839976704,106.39,42183635.0,NMS,EQUITY,0.037839998,203124992.0,0.09538999,-0.009,1.775,roe=0.09538999; revenue_growth=-0.009
VFC,VF Corporation,Consumer Discretionary,S&P 400 (MidCap),5727970304,14.57,123668848.7,NYQ,EQUITY,0.05546,781847872.0,0.22092,-0.052,1.443,revenue_growth=-0.052
VIAV,Viavi Solutions,Information Technology,S&P 400 (MidCap),10634618880,43.11,253995066.9,NMS,EQUITY,-0.02002,,-0.02728,0.525,1.846,profit_margin=-0.02002; free_cash_flow=None; roe=-0.02728
VLY,Valley Bank,Financials,S&P 400 (MidCap),8250396672,14.93,89798575.2,NMS,EQUITY,0.34535998,,0.08953,0.15,,free_cash_flow=None; roe=0.08953; current_ratio=None
VNO,Vornado Realty Trust,Real Estate,S&P 400 (MidCap),8033990656,39.23,65106892.6,NYQ,EQUITY,0.03616,445744128.0,0.00603,0.05,5.343,roe=0.00603
VNOM,Viper Energy,Energy,S&P 400 (MidCap),22127876096,42.23,78316379.6,NMS,EQUITY,0.03051,46000000.0,0.0109,1.152,6.374,roe=0.0109
VNT,Vontier,Information Technology,S&P 400 (MidCap),4518383616,33.42,67015455.0,NYQ,EQUITY,0.11342,347624992.0,0.289,-0.022,1.252,revenue_growth=-0.022
VOYA,Voya Financial,Financials,S&P 400 (MidCap),9013431296,99.49,108168512.7,NYQ,EQUITY,0.07446,1433500032.0,0.096099995,-0.043,5.669,roe=0.096099995; revenue_growth=-0.043
VVV,Valvoline,Consumer Discretionary,S&P 400 (MidCap),4249079808,33.3,90129114.0,NYQ,EQUITY,0.051680002,72525000.0,0.28399,0.241,0.702,current_ratio=0.702
WAL,Western Alliance Bancorporation,Financials,S&P 400 (MidCap),9013913600,82.62,71764558.2,NYQ,EQUITY,0.28198,,0.13019,0.136,,free_cash_flow=None; current_ratio=None
WBS,Webster Bank,Financials,S&P 400 (MidCap),12811983872,79.07,413954380.3,NYQ,EQUITY,0.36834,,0.10682,0.058,,free_cash_flow=None; current_ratio=None
WFRD,Weatherford International,Energy,S&P 400 (MidCap),6645240320,92.7,76701834.0,NMS,EQUITY,0.0766,558000000.0,0.22793,-0.082,2.344,revenue_growth=-0.082
WH,Wyndham Hotels & Resorts,Consumer Discretionary,S&P 400 (MidCap),5493106688,74.02,100907765.0,NYQ,EQUITY,0.14598,362375008.0,0.39429,-0.055,0.988,revenue_growth=-0.055; current_ratio=0.988
WHR,Whirlpool Corporation,Consumer Discretionary,S&P 400 (MidCap),2793793280,42.85,116426449.5,NYQ,EQUITY,0.01253,-485375008.0,0.05933,-0.068,1.149,free_cash_flow=-485375008; roe=0.05933; revenue_growth=-0.068
WING,Wingstop,Consumer Discretionary,S&P 400 (MidCap),3053344512,112.08,159144633.6,NMS,EQUITY,0.16152,98595000.0,,0.064,2.967,roe=None
WLK,Westlake Corporation,Materials,S&P 400 (MidCap),10117652480,79.17,116976841.8,NYQ,EQUITY,-0.10935,23125000.0,-0.11911,0.108,2.453,profit_margin=-0.10935; roe=-0.11911
WMG,Warner Music Group,Communication Services,S&P 400 (MidCap),12967890944,24.79,68303639.1,NMS,EQUITY,0.092,382249984.0,0.70074,0.104,0.734,current_ratio=0.734
WPC,W. P. Carey,Real Estate,S&P 400 (MidCap),16103695360,70.69,92006569.5,NYQ,EQUITY,0.35761002,1096111872.0,0.077800006,0.184,1.164,roe=0.077800006
WTFC,Wintrust Financial,Financials,S&P 400 (MidCap),10969966592,162.6,106368042.0,NMS,EQUITY,0.32639998,,0.12208,0.102,,free_cash_flow=None; current_ratio=None
WTRG,Essential Utilities,Utilities,S&P 400 (MidCap),11311415296,39.86,84592486.4,NYQ,EQUITY,0.21601,-653414272.0,0.08078,0.031,0.777,free_cash_flow=-653414272; roe=0.08078; current_ratio=0.777
XRAY,Dentsply Sirona,Health Care,S&P 400 (MidCap),2274627584,11.41,61894343.7,NMS,EQUITY,-0.14987999,141624992.0,-0.33031,-0.041,1.627,profit_margin=-0.14987999; roe=-0.33031; revenue_growth=-0.041
ZION,Zions Bancorporation,Financials,S&P 400 (MidCap),10496965632,71.92,93431272.0,NMS,EQUITY,0.3176,,0.16404,0.352,,free_cash_flow=None; current_ratio=None
AAP,"Advance Auto Parts, Inc.",Consumer Discretionary,S&P 600 (SmallCap),3228819200,53.52,60763932.0,NYQ,EQUITY,0.0050999997,-228000000.0,0.030840002,0.012,1.778,free_cash_flow=-228000000; roe=0.030840002
ABCB,Ameris Bancorp,Financials,S&P 600 (SmallCap),5943688192,88.57,28531939.8,NYQ,EQUITY,0.31804,,0.09398,0.036,,free_cash_flow=None; roe=0.09398; current_ratio=None
ABG,Asbury Automotive Group,Consumer Discretionary,S&P 600 (SmallCap),3759310848,209.41,51167239.4,NYQ,EQUITY,0.02834,360600000.0,0.13233,0.003,0.91,current_ratio=0.91
ABM,"ABM Industries, Inc.",Industrials,S&P 600 (SmallCap),2837074176,48.43,18927412.6,NYQ,EQUITY,0.0175,284024992.0,0.08866999,0.084,1.462,roe=0.08866999
ACA,"Arcosa, Inc.",Industrials,S&P 600 (SmallCap),7122942464,145.05,89305834.5,NYQ,EQUITY,0.16836001,60250000.0,0.080299996,0.017,3.119,roe=0.080299996
ACHC,Acadia Healthcare,Health Care,S&P 600 (SmallCap),2951278592,31.7,64542151.0,NMS,EQUITY,-0.33443,-104957000.0,-0.41445,-0.004,1.572,profit_margin=-0.33443; free_cash_flow=-104957000; roe=-0.41445; revenue_growth=-0.004
ACLS,"Axcelis Technologies, Inc.",Information Technology,S&P 600 (SmallCap),4389494784,142.14,64471861.2,NMS,EQUITY,0.10714,42032248.0,0.088870004,0.106,4.896,roe=0.088870004
ACMR,"ACM Research, Inc.",Information Technology,S&P 600 (SmallCap),5659694080,81.26,79143989.60000001,NGM,EQUITY,0.14476,-186610256.0,0.11627,0.36,3.656,free_cash_flow=-186610256
ACT,"Enact Holdings, Inc.",Financials,S&P 600 (SmallCap),6788943360,49.38,19306098.6,NMS,EQUITY,0.54507,521546880.0,0.12869,0.041,0.922,current_ratio=0.922
ADT,ADT Inc.,Consumer Discretionary,S&P 600 (SmallCap),5340387840,7.31,65745628.3,NYQ,EQUITY,0.118640006,1197478400.0,0.17212999,0.02,0.69,current_ratio=0.69
ADUS,Addus HomeCare Corp.,Health Care,S&P 600 (SmallCap),2203563520,118.06,28251758.0,NMS,EQUITY,0.071329996,119751504.0,0.09706,0.08,1.69,roe=0.09706
AGO,Assured Guaranty Ltd.,Financials,S&P 600 (SmallCap),3287885568,74.76,28553834.4,NYQ,EQUITY,0.43173,14625000.0,0.06666,-0.005,0.99,roe=0.06666; revenue_growth=-0.005; current_ratio=0.99
AIR,AAR Corp.,Industrials,S&P 600 (SmallCap),5964749824,148.16,41732227.2,NYQ,EQUITY,0.056739997,-50362500.0,0.12876001,0.23,2.841,free_cash_flow=-50362500
AKR,Acadia Realty Trust,Real Estate,S&P 600 (SmallCap),3017916928,20.7,31552389.0,NYQ,EQUITY,0.13208,187720752.0,0.057150003,0.134,1.245,roe=0.057150003
ALG,Alamo Group,Industrials,S&P 600 (SmallCap),2010886912,165.22,25148136.2,NYQ,EQUITY,0.0608,91344752.0,0.08771,0.076,4.391,roe=0.08771
ALGT,Allegiant Travel Company,Industrials,S&P 600 (SmallCap),2308400128,84.44,43972130.0,NMS,EQUITY,0.00898,194582624.0,0.018339999,0.369,0.832,roe=0.018339999; current_ratio=0.832
ALKS,Alkermes plc,Health Care,S&P 600 (SmallCap),8435136512,50.28,79350387.60000001,NMS,EQUITY,0.03965,153381376.0,0.03852,0.27,2.3,roe=0.03852
AMR,"Alpha Metallurgical Resources, Inc.",Materials,S&P 600 (SmallCap),2022561280,159.52,50797548.8,NYQ,EQUITY,-0.02231,52462248.0,-0.0296,-0.104,3.405,profit_margin=-0.02231; roe=-0.0296; revenue_growth=-0.104
AMRX,Amneal Pharmaceuticals,Health Care,S&P 600 (SmallCap),6150907904,17.66,35351788.0,NMS,EQUITY,0.050479997,-115327128.0,6.1301703,0.099,2.205,free_cash_flow=-115327128
AMTM,Amentum,Industrials,S&P 600 (SmallCap),5506284544,22.52,54203613.2,NYQ,EQUITY,0.01444,484249984.0,0.04287,-0.02,1.523,roe=0.04287; revenue_growth=-0.02
ANDE,"The Andersons, Inc.",Consumer Staples,S&P 600 (SmallCap),2234286592,65.61,25373355.3,NMS,EQUITY,0.016210001,-109108872.0,0.12159,-0.012,1.51,free_cash_flow=-109108872; revenue_growth=-0.012
APLE,"Apple Hospitality REIT, Inc.",Real Estate,S&P 600 (SmallCap),3713580800,15.73,58221449.0,NYQ,EQUITY,0.12166,360905376.0,0.05529,0.047,0.291,roe=0.05529; current_ratio=0.291
ARCB,ArcBest Corp.,Industrials,S&P 600 (SmallCap),3143270912,140.63,57652674.8,NMS,EQUITY,0.0038800002,148348992.0,0.01269,0.159,0.968,roe=0.01269; current_ratio=0.968
AROC,"Archrock, Inc.",Energy,S&P 600 (SmallCap),5835254784,33.28,63877299.2,NYQ,EQUITY,0.21837,241304496.0,0.22194,-0.031,1.394,revenue_growth=-0.031
ARR,Armour Residential REIT,Real Estate,S&P 600 (SmallCap),2355442432,16.64,58107379.2,NYQ,EQUITY,0.8782,,0.20331,,1.142,free_cash_flow=None; revenue_growth=None
AUB,"Atlantic Union Bankshares, Corp.",Financials,S&P 600 (SmallCap),6061064192,42.44,33641763.6,NYQ,EQUITY,0.32319,,0.09759,0.358,,free_cash_flow=None; roe=0.09759; current_ratio=None
AVA,Avista Corporation,Utilities,S&P 600 (SmallCap),3226996480,38.53,28818513.5,NYQ,EQUITY,0.11829001,-235124992.0,0.08306,0.005,1.1,free_cash_flow=-235124992; roe=0.08306
AWR,American States Water Company,Utilities,S&P 600 (SmallCap),3485953024,87.95,23088634.0,NYQ,EQUITY,0.20521,-25544000.0,0.1367,0.112,0.98,free_cash_flow=-25544000; current_ratio=0.98
AX,"Axos Financial, Inc.",Financials,S&P 600 (SmallCap),5680780288,100.13,34160350.8,NYQ,EQUITY,0.35961,,0.16795999,0.181,,free_cash_flow=None; current_ratio=None
BANC,"Banc Of California, Inc.",Financials,S&P 600 (SmallCap),3103693056,19.59,71073303.6,NYQ,EQUITY,-0.032420002,,-0.0065499996,,,profit_margin=-0.032420002; free_cash_flow=None; roe=-0.0065499996; revenue_growth=None; current_ratio=None
BANF,Bancfirst Corp,Financials,S&P 600 (SmallCap),3839259904,114.31,13258816.9,NMS,EQUITY,0.35307997,,0.13668,0.087,,free_cash_flow=None; current_ratio=None
BANR,Banner Corporation,Financials,S&P 600 (SmallCap),2495171840,73.42,24147838.0,NMS,EQUITY,0.31026,,0.10782,0.069,,free_cash_flow=None; current_ratio=None
BBT,Beacon Financial Corp.,Financials,S&P 600 (SmallCap),2685467648,32.04,24391411.2,NYQ,EQUITY,0.21039,,0.084230006,1.445,,free_cash_flow=None; roe=0.084230006; current_ratio=None
